"telepules","tipus","kisterseg","megye","regio","egyhazi_iskola"
"Gödre","LHHK","Sásdi","Baranya","Dél-Dunántúl",0
"Gödöllő","nem_hatranyos _besorolasu","Gödöllői","Pest","Közép-magyarország",1
"Gölle","HH","Kaposvári","Somogy","Dél-Dunántúl",0
"Gömörszőlős","LHHK","Ózdi","Borsod-Abaúj-Zemplén","Észak-Magyarország",0
"Gönc","LHHK","Abaúj-Hegyközi","Borsod-Abaúj-Zemplén","Észak-Magyarország",0
"Göncruszka","LHHK","Abaúj-Hegyközi","Borsod-Abaúj-Zemplén","Észak-Magyarország",1
"Gönyű","nem_hatranyos _besorolasu","Győri","Győr-Moson-Sopron","Nyugat-Dunántúl",0
"Görbeháza","HH","Polgári","Hajdú-Bihar","Észak-Alföld",0
"Görcsöny","nem_hatranyos _besorolasu","Pécsi","Baranya","Dél-Dunántúl",0
"Görcsönydoboka","HH","Mohácsi","Baranya","Dél-Dunántúl",0
"Görgeteg","HH","Nagyatádi","Somogy","Dél-Dunántúl",0
"Gősfa","nem_hatranyos _besorolasu","Zalaegerszegi","Zala","Nyugat-Dunántúl",0
"Hagyárosbörönd","nem_hatranyos _besorolasu","Zalaegerszegi","Zala","Nyugat-Dunántúl",0
"Hahót","nem_hatranyos _besorolasu","Nagykanizsai","Zala","Nyugat-Dunántúl",0
"Hajdúbagos","LHH","Derecske-Létavérte","Hajdú-Bihar","Észak-Alföld",0
"Hajdúböszörmény","HH","Hajdúböszörményi","Hajdú-Bihar","Észak-Alföld",1
"Hajdúdorog","HH","Hajdúböszörményi","Hajdú-Bihar","Észak-Alföld",0
"Hajdúhadház","LHH","Hajdúhadházi","Hajdú-Bihar","Észak-Alföld",1
"Hajdúnánás","HH","Hajdúböszörményi","Hajdú-Bihar","Észak-Alföld",1
"Hajdúszoboszló","nem_hatranyos _besorolasu","Hajdúszoboszlói","Hajdú-Bihar","Észak-Alföld",0
"Hajdúszovát","nem_hatranyos _besorolasu","Hajdúszoboszlói","Hajdú-Bihar","Észak-Alföld",0
"Hajdúsámson","LHH","Hajdúhadházi","Hajdú-Bihar","Észak-Alföld",0
"Hajmás","HH","Kaposvári","Somogy","Dél-Dunántúl",0
"Hajmáskér","nem_hatranyos _besorolasu","Veszprémi","Veszprém","Közép-Dunántúl",0
"Hajós","HH","Kalocsai","Bács-Kiskun","Dél-Alföld",0
"Halastó","nem_hatranyos _besorolasu","Körmendi","Vas","Nyugat-Dunántúl",0
"Halimba","nem_hatranyos _besorolasu","Ajkai","Veszprém","Közép-Dunántúl",0
"Halmaj","LHHK","Szikszói","Borsod-Abaúj-Zemplén","Észak-Magyarország",0
"Halmajugra","nem_hatranyos _besorolasu","Gyöngyösi","Heves","Észak-Magyarország",0
"Halogy","nem_hatranyos _besorolasu","Körmendi","Vas","Nyugat-Dunántúl",0
"Halászi","nem_hatranyos _besorolasu","Mosonmagyaróvári","Győr-Moson-Sopron","Nyugat-Dunántúl",0
"Halásztelek","nem_hatranyos _besorolasu","Ráckevei","Pest","Közép-magyarország",1
"Hangony","LHHK","Ózdi","Borsod-Abaúj-Zemplén","Észak-Magyarország",0
"Hangács","LHHK","Edelényi","Borsod-Abaúj-Zemplén","Észak-Magyarország",0
"Hantos","HH","Sárbogárdi","Fejér","Közép-Dunántúl",0
"Harasztifalu","nem_hatranyos _besorolasu","Körmendi","Vas","Nyugat-Dunántúl",0
"Harc","nem_hatranyos _besorolasu","Szekszárdi","Tolna","Dél-Dunántúl",0
"Harka","nem_hatranyos _besorolasu","Sopron-Fertődi","Győr-Moson-Sopron","Nyugat-Dunántúl",0
"Harkakötöny","HH","Kiskunhalasi","Bács-Kiskun","Dél-Alföld",0
"Harkány","HH","Siklósi","Baranya","Dél-Dunántúl",0
"Harsány","nem_hatranyos _besorolasu","Miskolci","Borsod-Abaúj-Zemplén","Észak-Magyarország",0
"Harta","HH","Kalocsai","Bács-Kiskun","Dél-Alföld",0
"Hatvan","nem_hatranyos _besorolasu","Hatvani","Heves","Észak-Magyarország",0
"Hedrehely","LHHK","Kadarkúti","Somogy","Dél-Dunántúl",0
"Hegyesd","nem_hatranyos _besorolasu","Tapolcai","Veszprém","Közép-Dunántúl",0
"Hegyeshalom","nem_hatranyos _besorolasu","Mosonmagyaróvári","Győr-Moson-Sopron","Nyugat-Dunántúl",0
"Hegyfalu","nem_hatranyos _besorolasu","Sárvári","Vas","Nyugat-Dunántúl",0
"Hegyháthodász","nem_hatranyos _besorolasu","Körmendi","Vas","Nyugat-Dunántúl",0
"Hegyhátmaróc","HH","Komlói","Baranya","Dél-Dunántúl",0
"Hegyhátszentjakab","HH","Őriszentpéteri","Vas","Nyugat-Dunántúl",0
"Hegyhátszentmárton","HH","Őriszentpéteri","Vas","Nyugat-Dunántúl",0
"Hegyhátszentpéter","HH","Vasvári","Vas","Nyugat-Dunántúl",0
"Hegyhátsál","nem_hatranyos _besorolasu","Körmendi","Vas","Nyugat-Dunántúl",0
"Hegykő","nem_hatranyos _besorolasu","Sopron-Fertődi","Győr-Moson-Sopron","Nyugat-Dunántúl",0
"Hegymagas","nem_hatranyos _besorolasu","Tapolcai","Veszprém","Közép-Dunántúl",0
"Hegymeg","LHHK","Edelényi","Borsod-Abaúj-Zemplén","Észak-Magyarország",0
"Hegyszentmárton","LHHK","Sellyei","Baranya","Dél-Dunántúl",0
"Hejce","LHHK","Abaúj-Hegyközi","Borsod-Abaúj-Zemplén","Észak-Magyarország",0
"Hejőbába","nem_hatranyos _besorolasu","Tiszaújvárosi","Borsod-Abaúj-Zemplén","Észak-Magyarország",0
"Hejőkeresztúr","nem_hatranyos _besorolasu","Tiszaújvárosi","Borsod-Abaúj-Zemplén","Észak-Magyarország",0
"Hejőkürt","nem_hatranyos _besorolasu","Tiszaújvárosi","Borsod-Abaúj-Zemplén","Észak-Magyarország",0
"Hejőpapi","nem_hatranyos _besorolasu","Tiszaújvárosi","Borsod-Abaúj-Zemplén","Észak-Magyarország",0
"Hejőszalonta","nem_hatranyos _besorolasu","Tiszaújvárosi","Borsod-Abaúj-Zemplén","Észak-Magyarország",0
"Helesfa","HH","Szentlőrinci","Baranya","Dél-Dunántúl",0
"Helvécia","nem_hatranyos _besorolasu","Kecskeméti","Bács-Kiskun","Dél-Alföld",0
"Hencida","LHHK","Berettyóújfalui","Hajdú-Bihar","Észak-Alföld",0
"Hencse","LHHK","Kadarkúti","Somogy","Dél-Dunántúl",0
"Herceghalom","nem_hatranyos _besorolasu","Budaörsi","Pest","Közép-magyarország",0
"Hercegkút","LHHK","Sárospataki","Borsod-Abaúj-Zemplén","Észak-Magyarország",0
"Hercegszántó","nem_hatranyos _besorolasu","Bajai","Bács-Kiskun","Dél-Alföld",0
"Herencsény","nem_hatranyos _besorolasu","Balassagyarmati","Nógrád","Észak-Magyarország",0
"Herend","nem_hatranyos _besorolasu","Veszprémi","Veszprém","Közép-Dunántúl",0
"Heresznye","LHHK","Barcsi","Somogy","Dél-Dunántúl",0
"Hermánszeg","LHHK","Fehérgyarmati","Szabolcs-Szatmár-Bereg","Észak-Alföld",0
"Hernyék","nem_hatranyos _besorolasu","Lenti","Zala","Nyugat-Dunántúl",0
"Hernád","nem_hatranyos _besorolasu","Dabasi","Pest","Közép-magyarország",0
"Hernádbűd","LHHK","Encsi","Borsod-Abaúj-Zemplén","Észak-Magyarország",0
"Hernádcéce","LHHK","Abaúj-Hegyközi","Borsod-Abaúj-Zemplén","Észak-Magyarország",0
"Hernádkak","nem_hatranyos _besorolasu","Miskolci","Borsod-Abaúj-Zemplén","Észak-Magyarország",0
"Hernádkércs","LHHK","Szikszói","Borsod-Abaúj-Zemplén","Észak-Magyarország",0
"Hernádnémeti","nem_hatranyos _besorolasu","Miskolci","Borsod-Abaúj-Zemplén","Észak-Magyarország",0
"Hernádpetri","LHHK","Encsi","Borsod-Abaúj-Zemplén","Észak-Magyarország",0
"Hernádszentandrás","LHHK","Encsi","Borsod-Abaúj-Zemplén","Észak-Magyarország",0
"Hernádszurdok","LHHK","Abaúj-Hegyközi","Borsod-Abaúj-Zemplén","Észak-Magyarország",0
"Hernádvécse","LHHK","Encsi","Borsod-Abaúj-Zemplén","Észak-Magyarország",0
"Heréd","nem_hatranyos _besorolasu","Hatvani","Heves","Észak-Magyarország",0
"Hetefejércse","LHHK","Vásárosnaményi","Szabolcs-Szatmár-Bereg","Észak-Alföld",0
"Hetes","HH","Kaposvári","Somogy","Dél-Dunántúl",0
"Hetvehely","HH","Szentlőrinci","Baranya","Dél-Dunántúl",0
"Hetyefő","HH","Sümegi","Veszprém","Közép-Dunántúl",0
"Heves","LHHK","Hevesi","Heves","Észak-Magyarország",0
"Hevesaranyos","HH","Bélapátfalvai","Heves","Észak-Magyarország",0
"Hevesvezekény","LHHK","Hevesi","Heves","Észak-Magyarország",0
"Hidas","HH","Pécsváradi","Baranya","Dél-Dunántúl",0
"Hidasnémeti","LHHK","Abaúj-Hegyközi","Borsod-Abaúj-Zemplén","Észak-Magyarország",0
"Hidegkút","nem_hatranyos _besorolasu","Veszprémi","Veszprém","Közép-Dunántúl",0
"Hidegség","nem_hatranyos _besorolasu","Sopron-Fertődi","Győr-Moson-Sopron","Nyugat-Dunántúl",0
"Hidvégardó","LHHK","Edelényi","Borsod-Abaúj-Zemplén","Észak-Magyarország",0
"Himesháza","HH","Mohácsi","Baranya","Dél-Dunántúl",0
"Himod","nem_hatranyos _besorolasu","Kapuvár-Beledi","Győr-Moson-Sopron","Nyugat-Dunántúl",0
"Hirics","LHHK","Sellyei","Baranya","Dél-Dunántúl",0
"Hobol","LHHK","Szigetvári","Baranya","Dél-Dunántúl",0
"Hodász","LHHK","Mátészalkai","Szabolcs-Szatmár-Bereg","Észak-Alföld",0
"Hollád","HH","Marcali","Somogy","Dél-Dunántúl",0
"Hollóháza","HH","Sátoraljaújhelyi","Borsod-Abaúj-Zemplén","Észak-Magyarország",0
"Hollókő","LHH","Szécsényi","Nógrád","Észak-Magyarország",0
"Homokbödöge","nem_hatranyos _besorolasu","Pápai","Veszprém","Közép-Dunántúl",0
"Homokkomárom","nem_hatranyos _besorolasu","Nagykanizsai","Zala","Nyugat-Dunántúl",0
"Homokmégy","HH","Kalocsai","Bács-Kiskun","Dél-Alföld",0
"Homokszentgyörgy","LHHK","Barcsi","Somogy","Dél-Dunántúl",0
"Homorúd","HH","Mohácsi","Baranya","Dél-Dunántúl",0
"Homrogd","LHHK","Szikszói","Borsod-Abaúj-Zemplén","Észak-Magyarország",0
"Hont","nem_hatranyos _besorolasu","Balassagyarmati","Nógrád","Észak-Magyarország",0
"Horpács","nem_hatranyos _besorolasu","Rétsági","Nógrád","Észak-Magyarország",0
"Hort","nem_hatranyos _besorolasu","Hatvani","Heves","Észak-Magyarország",0
"Hortobágy","LHH","Balmazújvárosi","Hajdú-Bihar","Észak-Alföld",0
"Horváthertelend","LHHK","Szigetvári","Baranya","Dél-Dunántúl",0
"Horvátlövő","nem_hatranyos _besorolasu","Szombathelyi","Vas","Nyugat-Dunántúl",0
"Horvátzsidány","nem_hatranyos _besorolasu","Kőszegi","Vas","Nyugat-Dunántúl",0
"Hosszúhetény","HH","Komlói","Baranya","Dél-Dunántúl",0
"Hosszúpereszteg","nem_hatranyos _besorolasu","Sárvári","Vas","Nyugat-Dunántúl",0
"Hosszúpályi","LHH","Derecske-Létavérte","Hajdú-Bihar","Észak-Alföld",0
"Hosszúvíz","HH","Marcali","Somogy","Dél-Dunántúl",0
"Hosszúvölgy","nem_hatranyos _besorolasu","Nagykanizsai","Zala","Nyugat-Dunántúl",0
"Hosztót","HH","Sümegi","Veszprém","Közép-Dunántúl",0
"Hottó","nem_hatranyos _besorolasu","Zalaegerszegi","Zala","Nyugat-Dunántúl",0
"Hugyag","nem_hatranyos _besorolasu","Balassagyarmati","Nógrád","Észak-Magyarország",0
"Hunya","HH","Szarvasi","Békés","Dél-Alföld",0
"Hunyadfalva","nem_hatranyos _besorolasu","Szolnoki","Jász-Nagykun-Szolnok","Észak-Alföld",0
"Husztót","nem_hatranyos _besorolasu","Pécsi","Baranya","Dél-Dunántúl",0
"Hács","LHHK","Lengyeltóti","Somogy","Dél-Dunántúl",0
"Háromfa","HH","Nagyatádi","Somogy","Dél-Dunántúl",0
"Háromhuta","LHHK","Sárospataki","Borsod-Abaúj-Zemplén","Észak-Magyarország",0
"Hárskút","nem_hatranyos _besorolasu","Veszprémi","Veszprém","Közép-Dunántúl",0
"Hásságy","HH","Mohácsi","Baranya","Dél-Dunántúl",0
"Hédervár","nem_hatranyos _besorolasu","Mosonmagyaróvári","Győr-Moson-Sopron","Nyugat-Dunántúl",0
"Héhalom","HH","Pásztói","Nógrád","Észak-Magyarország",0
"Héreg","nem_hatranyos _besorolasu","Tatabányai","Komárom-Esztergom","Közép-Dunántúl",0
"Hét","LHHK","Ózdi","Borsod-Abaúj-Zemplén","Észak-Magyarország",0
"Hévíz","nem_hatranyos _besorolasu","Hévízi","Zala","Nyugat-Dunántúl",0
"Hévízgyörk","nem_hatranyos _besorolasu","Aszódi","Pest","Közép-magyarország",0
"Hódmezővásárhely","HH","Hódmezővásárhelyi","Csongrád","Dél-Alföld",1
"Hövej","nem_hatranyos _besorolasu","Kapuvár-Beledi","Győr-Moson-Sopron","Nyugat-Dunántúl",0
"Hőgyész","LHHK","Tamási","Tolna","Dél-Dunántúl",0
"Ibafa","LHHK","Szigetvári","Baranya","Dél-Dunántúl",0
"Iborfia","nem_hatranyos _besorolasu","Zalaegerszegi","Zala","Nyugat-Dunántúl",0
"Ibrány","LHH","Ibrány-Nagyhalászi","Szabolcs-Szatmár-Bereg","Észak-Alföld",0
"Igal","HH","Kaposvári","Somogy","Dél-Dunántúl",0
"Igar","HH","Sárbogárdi","Fejér","Közép-Dunántúl",0
"Igrici","LHHK","Mezőcsáti","Borsod-Abaúj-Zemplén","Észak-Magyarország",0
"Iharos","LHHK","Csurgói","Somogy","Dél-Dunántúl",0
"Iharosberény","LHHK","Csurgói","Somogy","Dél-Dunántúl",0
"Ikervár","nem_hatranyos _besorolasu","Sárvári","Vas","Nyugat-Dunántúl",0
"Iklad","nem_hatranyos _besorolasu","Aszódi","Pest","Közép-magyarország",0
"Iklanberény","nem_hatranyos _besorolasu","Csepregi","Vas","Nyugat-Dunántúl",0
"Iklódbördőce","nem_hatranyos _besorolasu","Lenti","Zala","Nyugat-Dunántúl",0
"Ikrény","nem_hatranyos _besorolasu","Győri","Győr-Moson-Sopron","Nyugat-Dunántúl",0
"Iliny","nem_hatranyos _besorolasu","Balassagyarmati","Nógrád","Észak-Magyarország",0
"Ilk","LHHK","Vásárosnaményi","Szabolcs-Szatmár-Bereg","Észak-Alföld",0
"Illocska","HH","Siklósi","Baranya","Dél-Dunántúl",0
"Imola","HH","Kazincbarcikai","Borsod-Abaúj-Zemplén","Észak-Magyarország",0
"Imrehegy","HH","Kiskőrösi","Bács-Kiskun","Dél-Alföld",0
"Inke","LHHK","Csurgói","Somogy","Dél-Dunántúl",0
"Ináncs","LHHK","Encsi","Borsod-Abaúj-Zemplén","Észak-Magyarország",0
"Inárcs","nem_hatranyos _besorolasu","Dabasi","Pest","Közép-magyarország",0
"Ipacsfa","HH","Siklósi","Baranya","Dél-Dunántúl",0
"Ipolydamásd","HH","Szobi","Pest","Közép-magyarország",0
"Ipolyszög","nem_hatranyos _besorolasu","Balassagyarmati","Nógrád","Észak-Magyarország",0
"Ipolytarnóc","LHH","Salgótarjáni","Nógrád","Észak-Magyarország",0
"Ipolytölgyes","HH","Szobi","Pest","Közép-magyarország",0
"Ipolyvece","nem_hatranyos _besorolasu","Balassagyarmati","Nógrád","Észak-Magyarország",0
"Iregszemcse","LHHK","Tamási","Tolna","Dél-Dunántúl",0
"Irota","LHHK","Edelényi","Borsod-Abaúj-Zemplén","Észak-Magyarország",0
"Isaszeg","nem_hatranyos _besorolasu","Gödöllői","Pest","Közép-magyarország",0
"Ispánk","HH","Őriszentpéteri","Vas","Nyugat-Dunántúl",0
"Istenmezeje","LHH","Pétervásárai","Heves","Észak-Magyarország",0
"Istvándi","LHHK","Barcsi","Somogy","Dél-Dunántúl",0
"Iszkaszentgyörgy","nem_hatranyos _besorolasu","Székesfehérvári","Fejér","Közép-Dunántúl",0
"Iszkáz","nem_hatranyos _besorolasu","Devecseri","Veszprém","Közép-Dunántúl",0
"Isztimér","nem_hatranyos _besorolasu","Móri","Fejér","Közép-Dunántúl",0
"Ivád","LHH","Pétervásárai","Heves","Észak-Magyarország",0
"Iván","nem_hatranyos _besorolasu","Sopron-Fertődi","Győr-Moson-Sopron","Nyugat-Dunántúl",0
"Ivánbattyán","HH","Siklósi","Baranya","Dél-Dunántúl",0
"Ivánc","HH","Őriszentpéteri","Vas","Nyugat-Dunántúl",0
"Iváncsa","nem_hatranyos _besorolasu","Adonyi","Fejér","Közép-Dunántúl",0
"Ivándárda","HH","Mohácsi","Baranya","Dél-Dunántúl",0
"Izmény","nem_hatranyos _besorolasu","Bonyhádi","Tolna","Dél-Dunántúl",0
"Izsák","HH","Kiskőrösi","Bács-Kiskun","Dél-Alföld",0
"Izsófalva","HH","Kazincbarcikai","Borsod-Abaúj-Zemplén","Észak-Magyarország",0
"Jakabszállás","nem_hatranyos _besorolasu","Kecskeméti","Bács-Kiskun","Dél-Alföld",0
"Jenő","nem_hatranyos _besorolasu","Székesfehérvári","Fejér","Közép-Dunántúl",0
"Jobaháza","nem_hatranyos _besorolasu","Csornai","Győr-Moson-Sopron","Nyugat-Dunántúl",0
"Jobbágyi","HH","Pásztói","Nógrád","Észak-Magyarország",0
"Juta","HH","Kaposvári","Somogy","Dél-Dunántúl",0
"Jágónak","HH","Dombóvári","Tolna","Dél-Dunántúl",0
"Ják","nem_hatranyos _besorolasu","Szombathelyi","Vas","Nyugat-Dunántúl",0
"Jákfa","nem_hatranyos _besorolasu","Sárvári","Vas","Nyugat-Dunántúl",0
"Jákfalva","HH","Kazincbarcikai","Borsod-Abaúj-Zemplén","Észak-Magyarország",0
"Jákó","LHHK","Kadarkúti","Somogy","Dél-Dunántúl",0
"Jánd","LHHK","Vásárosnaményi","Szabolcs-Szatmár-Bereg","Észak-Alföld",0
"Jánkmajtis","LHHK","Fehérgyarmati","Szabolcs-Szatmár-Bereg","Észak-Alföld",0
"Jánoshalma","LHHK","Jánoshalmai","Bács-Kiskun","Dél-Alföld",0
"Jánoshida","HH","Jászberényi","Jász-Nagykun-Szolnok","Észak-Alföld",0
"Jánosháza","nem_hatranyos _besorolasu","Celldömölki","Vas","Nyugat-Dunántúl",0
"Jánossomorja","nem_hatranyos _besorolasu","Mosonmagyaróvári","Győr-Moson-Sopron","Nyugat-Dunántúl",0
"Járdánháza","LHHK","Ózdi","Borsod-Abaúj-Zemplén","Észak-Magyarország",0
"Jármi","LHHK","Mátészalkai","Szabolcs-Szatmár-Bereg","Észak-Alföld",0
"Jásd","nem_hatranyos _besorolasu","Várpalotai","Veszprém","Közép-Dunántúl",0
"Jászalsószentgyörgy","HH","Jászberényi","Jász-Nagykun-Szolnok","Észak-Alföld",0
"Jászapáti","HH","Jászberényi","Jász-Nagykun-Szolnok","Észak-Alföld",0
"Jászberény","HH","Jászberényi","Jász-Nagykun-Szolnok","Észak-Alföld",1
"Jászboldogháza","HH","Jászberényi","Jász-Nagykun-Szolnok","Észak-Alföld",0
"Jászdózsa","HH","Jászberényi","Jász-Nagykun-Szolnok","Észak-Alföld",0
"Jászfelsőszentgyörgy","HH","Jászberényi","Jász-Nagykun-Szolnok","Észak-Alföld",0
"Jászfényszaru","HH","Jászberényi","Jász-Nagykun-Szolnok","Észak-Alföld",0
"Jászivány","HH","Jászberényi","Jász-Nagykun-Szolnok","Észak-Alföld",0
"Jászjákóhalma","HH","Jászberényi","Jász-Nagykun-Szolnok","Észak-Alföld",0
"Jászkarajenő","nem_hatranyos _besorolasu","Ceglédi","Pest","Közép-magyarország",0
"Jászkisér","HH","Jászberényi","Jász-Nagykun-Szolnok","Észak-Alföld",0
"Jászladány","HH","Jászberényi","Jász-Nagykun-Szolnok","Észak-Alföld",0
"Jászszentandrás","HH","Jászberényi","Jász-Nagykun-Szolnok","Észak-Alföld",0
"Jászszentlászló","HH","Kiskunmajsai","Bács-Kiskun","Dél-Alföld",0
"Jásztelek","HH","Jászberényi","Jász-Nagykun-Szolnok","Észak-Alföld",0
"Jászágó","HH","Jászberényi","Jász-Nagykun-Szolnok","Észak-Alföld",0
"Jászárokszállás","HH","Jászberényi","Jász-Nagykun-Szolnok","Észak-Alföld",0
"Jéke","HH","Kisvárdai","Szabolcs-Szatmár-Bereg","Észak-Alföld",0
"Jósvafő","LHHK","Edelényi","Borsod-Abaúj-Zemplén","Észak-Magyarország",0
"Kaba","LHH","Püspökladányi","Hajdú-Bihar","Észak-Alföld",0
"Kacorlak","nem_hatranyos _besorolasu","Nagykanizsai","Zala","Nyugat-Dunántúl",0
"Kacsóta","HH","Szentlőrinci","Baranya","Dél-Dunántúl",0
"Kadarkút","LHHK","Kadarkúti","Somogy","Dél-Dunántúl",0
"Kajdacs","nem_hatranyos _besorolasu","Paksi","Tolna","Dél-Dunántúl",0
"Kajárpéc","nem_hatranyos _besorolasu","Téti","Győr-Moson-Sopron","Nyugat-Dunántúl",0
"Kajászó","nem_hatranyos _besorolasu","Bicskei","Fejér","Közép-Dunántúl",0
"Kakasd","nem_hatranyos _besorolasu","Bonyhádi","Tolna","Dél-Dunántúl",0
"Kakucs","nem_hatranyos _besorolasu","Dabasi","Pest","Közép-magyarország",0
"Kalaznó","LHHK","Tamási","Tolna","Dél-Dunántúl",0
"Kallósd","HH","Zalaszentgróti","Zala","Nyugat-Dunántúl",0
"Kalocsa","HH","Kalocsai","Bács-Kiskun","Dél-Alföld",1
"Kamond","nem_hatranyos _besorolasu","Devecseri","Veszprém","Közép-Dunántúl",0
"Kamut","LHH","Békési","Békés","Dél-Alföld",0
"Kapolcs","nem_hatranyos _besorolasu","Tapolcai","Veszprém","Közép-Dunántúl",0
"Kapoly","LHH","Tabi","Somogy","Dél-Dunántúl",0
"Kaposfő","LHHK","Kadarkúti","Somogy","Dél-Dunántúl",0
"Kaposgyarmat","HH","Kaposvári","Somogy","Dél-Dunántúl",0
"Kaposhomok","HH","Kaposvári","Somogy","Dél-Dunántúl",0
"Kaposkeresztúr","HH","Kaposvári","Somogy","Dél-Dunántúl",0
"Kaposmérő","LHHK","Kadarkúti","Somogy","Dél-Dunántúl",0
"Kapospula","HH","Dombóvári","Tolna","Dél-Dunántúl",0
"Kaposszekcső","HH","Dombóvári","Tolna","Dél-Dunántúl",0
"Kaposszerdahely","LHHK","Kadarkúti","Somogy","Dél-Dunántúl",0
"Kaposvár","HH","Kaposvári","Somogy","Dél-Dunántúl",1
"Kaposújlak","LHHK","Kadarkúti","Somogy","Dél-Dunántúl",0
"Kapuvár","nem_hatranyos _besorolasu","Kapuvár-Beledi","Győr-Moson-Sopron","Nyugat-Dunántúl",0
"Karakó","nem_hatranyos _besorolasu","Celldömölki","Vas","Nyugat-Dunántúl",0
"Karakószörcsök","nem_hatranyos _besorolasu","Devecseri","Veszprém","Közép-Dunántúl",0
"Karancsalja","LHH","Salgótarjáni","Nógrád","Észak-Magyarország",0
"Karancsberény","LHH","Salgótarjáni","Nógrád","Észak-Magyarország",0
"Karancskeszi","LHH","Salgótarjáni","Nógrád","Észak-Magyarország",0
"Karancslapujtő","LHH","Salgótarjáni","Nógrád","Észak-Magyarország",0
"Karancsság","LHH","Salgótarjáni","Nógrád","Észak-Magyarország",0
"Karcag","HH","Karcagi","Jász-Nagykun-Szolnok","Észak-Alföld",1
"Karcsa","LHHK","Bodrogközi","Borsod-Abaúj-Zemplén","Észak-Magyarország",0
"Kardos","HH","Szarvasi","Békés","Dél-Alföld",0
"Kardoskút","HH","Orosházai","Békés","Dél-Alföld",0
"Karmacs","nem_hatranyos _besorolasu","Keszthelyi","Zala","Nyugat-Dunántúl",0
"Karos","LHHK","Bodrogközi","Borsod-Abaúj-Zemplén","Észak-Magyarország",0
"Kartal","nem_hatranyos _besorolasu","Aszódi","Pest","Közép-magyarország",0
"Karácsond","nem_hatranyos _besorolasu","Gyöngyösi","Heves","Észak-Magyarország",0
"Karád","LHH","Fonyódi","Somogy","Dél-Dunántúl",0
"Kaskantyú","HH","Kiskőrösi","Bács-Kiskun","Dél-Alföld",0
"Kastélyosdombó","LHHK","Barcsi","Somogy","Dél-Dunántúl",0
"Kaszaper","LHHK","Mezőkovácsházai","Békés","Dél-Alföld",0
"Kaszó","HH","Nagyatádi","Somogy","Dél-Dunántúl",0
"Katafa","nem_hatranyos _besorolasu","Körmendi","Vas","Nyugat-Dunántúl",0
"Katymár","LHHK","Bácsalmási","Bács-Kiskun","Dél-Alföld",0
"Katádfa","LHHK","Szigetvári","Baranya","Dél-Dunántúl",0
"Kazincbarcika","HH","Kazincbarcikai","Borsod-Abaúj-Zemplén","Észak-Magyarország",0
"Kazsok","HH","Kaposvári","Somogy","Dél-Dunántúl",0
